n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 19.00, 0.00,16, 1.00, 2194.00, 2.00, 0, 0,
 600, 18.00, 0.00,16, 2.00, 2183.00, 90.00, 32, 13,
 900, 18.00, 1.00,16, 1.00, 2188.00, 107.00, 41, 20,
 200, 18.00, 1.00,16, 1.00, 2181.00, 21.00, 11, 6,
 700, 18.00, 1.00,16, 1.00, 2180.00, 77.00, 24, 15,
 50, 18.00, 0.00,16, 1.00, 2192.00, 3.00, 0, 0,
 300, 18.00, 1.00,16, 1.00, 2185.00, 31.00, 12, 6,
 400, 18.00, 0.00,16, 2.00, 2187.00, 42.00, 17, 5,
 500, 18.00, 0.00,16, 1.00, 2179.00, 48.00, 20, 10,
 800, 18.00, 0.00,16, 1.00, 2189.00, 56.00, 18, 10,
 100, 18.00, 0.00,16, 1.00, 2175.00, 15.00, 9, 3,
 1000, 18.00, 0.00,16, 1.00, 2192.00, 101.00, 43, 20,
