n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 7.00, 1.00,1, 2.00, 104.00, 3.00, 3, 2,
 600, 13.00, 2.00,1, 2.00, 103.00, 151.00, 182, 139,
 900, 7.00, 1.00,1, 1.00, 103.00, 188.00, 203, 161,
 200, 13.00, 1.00,1, 1.00, 100.00, 44.00, 50, 40,
 700, 7.00, 0.00,1, 2.00, 101.00, 166.00, 188, 139,
 50, 5.00, 1.00,2, 1.00, 100.00, 9.00, 8, 5,
 300, 7.00, 1.00,1, 1.00, 101.00, 66.00, 69, 55,
 400, 6.00, 0.00,1, 2.00, 101.00, 84.00, 106, 82,
 500, 9.00, 0.00,1, 2.00, 100.00, 108.00, 144, 104,
 800, 13.00, 2.00,2, 5.00, 104.00, 163.00, 166, 122,
 100, 12.00, 0.00,1, 2.00, 102.00, 23.00, 26, 21,
 1000, 13.00, 1.00,1, 1.00, 100.00, 212.00, 271, 209,
