n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 6.00, 0.00,6, 0.00, 496.00, 0.00, 0, 0,
 600, 6.00, 0.00,5, 0.00, 498.00, 3.00, 6, 4,
 900, 6.00, 0.00,5, 0.00, 497.00, 6.00, 4, 4,
 200, 6.00, 0.00,5, 0.00, 489.00, 0.00, 0, 0,
 700, 7.00, 0.00,5, 0.00, 490.00, 21.00, 6, 2,
 50, 7.00, 0.00,6, 1.00, 491.00, 0.00, 0, 0,
 300, 11.00, 1.00,9, 1.00, 498.00, 0.00, 1, 1,
 400, 5.00, 1.00,5, 0.00, 495.00, 1.00, 1, 0,
 500, 5.00, 0.00,6, 0.00, 493.00, 1.00, 2, 2,
 800, 5.00, 0.00,6, 0.00, 492.00, 4.00, 5, 4,
 100, 5.00, 1.00,5, 0.00, 484.00, 1.00, 2, 1,
 1000, 6.00, 0.00,5, 1.00, 495.00, 3.00, 10, 6,
